nct_id,condition_preferred,mesh_broad,mesh_broad_label
NCT02006654,Alzheimer Disease,C10.228.140.380,Dementia
NCT02017340,Alzheimer Disease,C10.228.140.380,Dementia
NCT02024646,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT02029495,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT02045862,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT02058147,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02058160,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02065791,Diabetic Nephropathies,C19.246.099.875,Diabetic Nephropathies
NCT02080364,Alzheimer Disease,C10.228.140.380,Dementia
NCT02094963,Coronary Artery Disease,C14.280.647Y,Myocardial Ischemia
NCT02104817,Hyperlipidemias,C18.452.584.500.500,Hyperlipidemias
NCT02104817,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT02157935,"Lung Diseases, Obstructive",C08.381.495,"Lung Diseases, Obstructive"
NCT02173457,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02207491,Hypertension,C14.907.489,Hypertension
NCT02207621,Hypertension,C14.907.489,Hypertension
NCT02284893,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02294396,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT02337738,Parkinson Disease,C10.574.812,Parkinson Disease
NCT02349295,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT02352363,Parkinson Disease,C10.574.812,Parkinson Disease
NCT02376790,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT02390882,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT02419612,Diabetes Mellitus,C18.452.394.750,Diabetes Mellitus
NCT02446990,Heart Failure,C14.280.434,Heart Failure
NCT02454491,Myocardial Ischemia,C14.280.647X,"Myocardial Ischemia, acute"
NCT02465515,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02558374,Hypertension,C14.907.489,Hypertension
NCT02565173,Hypertension,C14.907.489,Hypertension
NCT02584855,"Arthritis, Psoriatic",C05.550.114,Arthritis
NCT02585778,Hypercholesterolemia,C18.452.584.500.500,Hyperlipidemias
NCT02623062,Gastroesophageal Reflux,C06.405.117,Esophageal Diseases
NCT02656173,"Urinary Bladder, Overactive",C23.888.942.343.780,"Urinary Bladder, Overactive"
NCT02656173,Prostatic Hyperplasia,C12.294.565.500,Prostatic Hyperplasia
NCT02666664,Atherosclerosis,C14.907.137.126.307,Atherosclerosis
NCT02739984,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT02963922,"Diabetes Mellitus, Type 2",C18.452.394.750.149,"Diabetes Mellitus, Type 2"
NCT03006276,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT03009019,Migraine Disorders,C10.228.140.546.399.750,Migraine Disorders
NCT03021343,Atrial Fibrillation,C14.280.067,"Arrhythmias, Cardiac"
