trm_lvl_id,pmid,page,original_strings_caught_from_tt,mesh_term,mesh_code,atc_code,risk_score,tid,global,global_n,global_pcdsfartl,mesh_term_f,txt_id
6324,29937267,2,;central or south america,Geographic Locations,D005842,NA,0,1464,any,2,000000000,Geographic Locations,NA
6325,29937267,2,;duration of diabetes (years),Diabetes Mellitus,D003920,NA,0,1464,duration,5,001000000,Diabetes Mellitus,NA
6326,29937267,2,;ecfr (ml/min per 1-73 m’),Glomerular Filtration Rate,D005919,NA,0,1464,any,2,000000000,Glomerular Filtration Rate,NA
6327,29937267,2,;race,Racial Groups,D044469,NA,0,1464,any,2,000000000,Racial Groups,NA
6328,29937267,2,;region,Geographic Locations,D005842,NA,0,1464,any,2,000000000,Geographic Locations,NA
6329,29937267,2,;renin-angiotensin system inhibitor use,agents acting on the renin-angiotensin system,NA,C09,0,1464,any,2,000000000,agents acting on the renin-angiotensin system,NA
6330,29937267,2,;rest ofthe world,Geographic Locations,D005842,NA,0,1464,any,2,000000000,Geographic Locations,NA
6331,29937267,2,;sex,Gender Identity,D005783,NA,0,1464,any,2,000000000,Gender Identity,NA
6332,29937267,2,;statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,1464,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
6333,29937267,2,;systolic blood pressure <140 mm hg and diastolic,Blood Pressure,D001794,NA,0,1464,any,2,000000000,Blood Pressure,NA
6334,29937267,2,;systolic blood pressure >140 mm hg or diastolic,Blood Pressure,D001794,NA,0,1464,any,2,000000000,Blood Pressure,NA
6335,29937267,2,Loop diuretics,Diuretics,D004232,NA,0,1464,any,2,000000000,Diuretics,NA
6336,29937267,2,Prior CVD,Cardiovascular Diseases,D002318,NA,0,1464,previous,8,100000000,Cardiovascular Diseases,NA
6337,29937431,NA,hba1c,Glycated Hemoglobin A,D006442,NA,0,0,any,2,000000000,Glycated Hemoglobin A,161
6338,29941478,1,eGFR,Glomerular Filtration Rate,D005919,NA,0,1812,any,2,000000000,Glomerular Filtration Rate,NA
6339,29941478,1,estimated Glomerular Filtration Rate,Glomerular Filtration Rate,D005919,NA,0,1812,any,2,000000000,Glomerular Filtration Rate,NA
6340,29941478,2,eGFR,Glomerular Filtration Rate,D005919,NA,0,1850,any,2,000000000,Glomerular Filtration Rate,NA
6341,29941478,2,estimated Glomerular Filtration Rate,Glomerular Filtration Rate,D005919,NA,0,1850,any,2,000000000,Glomerular Filtration Rate,NA
6342,29945203,NA,psoriasis affecting ?3% body surface area at baseline,Psoriasis,D011565,NA,0,0,severity,2,000000000,Psoriasis,9
6343,30012431,NA,anti-tumor necrosis factor therapy,Tumor Necrosis Factor Inhibitors,D000079424,L04AB,0,0,any,2,000000000,Tumor Necrosis Factor Inhibitors,13
6344,30012431,NA,corticosteroid use,Adrenal Cortex Hormones,D000305,NA,0,0,any,2,000000000,Adrenal Cortex Hormones,213
6345,30012431,NA,crp,C-Reactive Protein,D002097,NA,0,0,any,2,000000000,C-Reactive Protein,213
6346,30026335,2,;for patients not using personal cgm,Glucose,D005947,NA,0,412,any,2,000000000,Glucose,NA
6347,30026335,2,;for patients using personal cgm,Glucose,D005947,NA,0,412,any,2,000000000,Glucose,NA
6348,30026335,3,csii,Insulin,D007328,NA,0,753,any,2,000000000,Insulin,NA
6349,30026335,3,mdi,Insulin,D007328,NA,0,753,any,2,000000000,Insulin,NA
6350,30053967,1,;act total score = 20,Asthma,D001249,NA,0,894,severity,11,000100000,Asthma,NA
6351,30053967,1,;act total score â‰¥â€¯20,Asthma,D001249,NA,0,894,severity,11,000100000,Asthma,NA
6352,30053967,1,;act total score = 20 and/or improvement from baseline = 3,Asthma,D001249,NA,0,894,severity,11,000100000,Asthma,NA
6353,30053967,1,;act total scoreÂ â‰¥â€¯20 and/or improvement from baselineâ€¯â‰¥â€¯3,Asthma,D001249,NA,0,894,severity,11,000100000,Asthma,NA
6354,30053967,1,ICS/LABA subsets,Steroids,D013256,NA,0,894,any,2,000000000,Steroids,NA
6355,30053967,1,inhaled corticosteroid,Steroids,D013256,NA,0,894,any,2,000000000,Steroids,NA
6356,30053967,2,;ics subset,Steroids,D013256,NA,0,862,any,2,000000000,Steroids,NA
6357,30053967,2,;ics/laba subset,Steroids,D013256,R03,0,862,any,2,000000000,Steroids,NA
6358,30121827,3,;tnf-alpha inhibitor inadequate response,Tumor Necrosis Factor Inhibitors,D000079424,L04AB,0,1468,disease response,4,000000000,Tumor Necrosis Factor Inhibitors,NA
6359,30121827,3,;tnf-alpha inhibitor naive,Tumor Necrosis Factor Inhibitors,D000079424,L04AB,0,1468,previous,8,100000000,Tumor Necrosis Factor Inhibitors,NA
6360,30139780,2,;2 exacerbations,"Pulmonary Disease, Chronic Obstructive",D029424,NA,0,1736,severity,11,000100000,"Pulmonary Disease, Chronic Obstructive",NA
6361,30139780,2,;age at diagnosis <18 years,Age Factors,D000367,NA,0,1736,any,2,000000000,Age Factors,NA
6362,30139780,2,;age at diagnosis s18 years,Age Factors,D000367,NA,0,1736,any,2,000000000,Age Factors,NA
6363,30139780,2,";either ocs use, nasal polyps, pre-bd fvc <65% of predicted or age at diagnosis sl8 years",complex,none,NA,0,1736,any,2,000000000,complex,NA
6364,30139780,2,;nasal polyps,Nasal Polyps,D009298,NA,0,1736,any,2,000000000,Nasal Polyps,NA
6365,30139780,2,;no nasal polyps,Nasal Polyps,D009298,NA,0,1736,any,2,000000000,Nasal Polyps,NA
6366,30139780,2,;no ocs,Steroids,D013256,NA,0,1736,any,2,000000000,Steroids,NA
6367,30139780,2,";no ocs use, no nasal polyps, pre-bd fvc s65% of predicted and age at diagnosis <18 years",complex,none,NA,0,1736,any,2,000000000,complex,NA
6368,30139780,2,;ocs,Steroids,D013256,NA,0,1736,any,2,000000000,Steroids,NA
6369,30139780,2,;pre-bd fvc <65% of predicted,Bronchodilator Agents,D001993,NA,0,1736,any,2,000000000,Bronchodilator Agents,NA
6370,30139780,2,;pre-bd fvc s65% of predicted,Bronchodilator Agents,D001993,NA,0,1736,any,2,000000000,Bronchodilator Agents,NA
6371,30139780,2,;s3 exacerbations,"Pulmonary Disease, Chronic Obstructive",D029424,NA,0,1736,severity,11,000100000,"Pulmonary Disease, Chronic Obstructive",NA
6372,30146931,2,age at baseline (years),Age Factors,D000367,NA,0,1792,any,2,000000000,Age Factors,NA
6373,30146931,2,body mass index (kg/m’)^,Body Mass Index,D015992,NA,0,1792,any,2,000000000,Body Mass Index,NA
6374,30146931,2,body mass index (kg/m“)^,Body Mass Index,D015992,NA,0,1792,any,2,000000000,Body Mass Index,NA
6375,30146931,2,duration of diabetes (years),Diabetes Mellitus,D003920,NA,0,1792,duration,5,001000000,Diabetes Mellitus,NA
6376,30146931,2,other treatment assignment;omega-3 fatty acids,Fatty Acids,D005227,NA,0,1792,any,2,000000000,Fatty Acids,NA
6377,30146931,2,prior aspirin use,Aspirin,D001241,NA,0,1792,previous,8,100000000,Aspirin,NA
6378,30146931,2,sex,Gender Identity,D005783,NA,0,1792,any,2,000000000,Gender Identity,NA
6379,30146931,2,statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,1792,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
6380,30146931,2,weight at randomization (kg),Body Weight,D001835,NA,0,1792,any,2,000000000,Body Weight,NA
6381,30146931,3,age at baseline (years),Age Factors,D000367,NA,0,820,any,2,000000000,Age Factors,NA
6382,30146931,3,body mass index (kg/m’)^,Body Mass Index,D015992,NA,0,820,any,2,000000000,Body Mass Index,NA
6383,30146931,3,body mass index (kg/m“)^,Body Mass Index,D015992,NA,0,820,any,2,000000000,Body Mass Index,NA
6384,30146931,3,duration of diabetes (years),Diabetes Mellitus,D003920,NA,0,820,duration,5,001000000,Diabetes Mellitus,NA
6385,30146931,3,other treatment assignment;omega-3 fatty acids,Fatty Acids,D005227,NA,0,820,any,2,000000000,Fatty Acids,NA
6386,30146931,3,prior aspirin use,Aspirin,D001241,NA,0,820,previous,8,100000000,Aspirin,NA
6387,30146931,3,sex,Gender Identity,D005783,NA,0,820,any,2,000000000,Gender Identity,NA
6388,30146931,3,statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,820,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
6389,30146932,2,age at baseline (years),Age Factors,D000367,NA,0,1666,any,2,000000000,Age Factors,NA
6390,30146932,2,body mass index (kg/m^)^,Body Mass Index,D015992,NA,0,1666,any,2,000000000,Body Mass Index,NA
6391,30146932,2,Diabetes,Diabetes Mellitus,D003920,NA,0,1666,duration,5,001000000,Diabetes Mellitus,NA
6392,30146932,2,duration of diabetes (years),Diabetes Mellitus,D003920,NA,0,1666,duration,5,001000000,Diabetes Mellitus,NA
6393,30146932,2,prior aspirin use,Aspirin,D001241,NA,0,1666,previous,8,100000000,Aspirin,NA
6394,30146932,2,sex,Gender Identity,D005783,NA,0,1666,any,2,000000000,Gender Identity,NA
6395,30146932,2,statin use,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,1666,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
6396,30166073,3,age;>75 years,Age Factors,D000367,NA,0,295,any,2,000000000,Age Factors,NA
6397,30166073,3,age;s75 years,Age Factors,D000367,NA,0,295,any,2,000000000,Age Factors,NA
6398,30166073,3,diabetes mellitus,Diabetes Mellitus,D003920,NA,0,295,any,2,000000000,Diabetes Mellitus,NA
6399,30166073,3,indication;acute coronary syndrome,Acute Coronary Syndrome,D054058,NA,0,295,any,2,000000000,Acute Coronary Syndrome,NA
6400,30166073,3,indication;stable coronary artery disease,Coronary Artery Disease,D003324,NA,0,295,any,2,000000000,Coronary Artery Disease,NA
6401,30166073,3,main treated or not,Percutaneous Coronary Intervention,D062645,NA,0,295,any,2,000000000,Percutaneous Coronary Intervention,NA
6402,30166073,3,peripheral vascular disease,Peripheral Vascular Diseases,D016491,NA,0,295,any,2,000000000,Peripheral Vascular Diseases,NA
6403,30166073,3,region,Geographic Locations,D005842,NA,0,295,any,2,000000000,Geographic Locations,NA
6404,30166073,3,region;rest of the world,Geographic Locations,D005842,NA,0,295,any,2,000000000,Geographic Locations,NA
6405,30166073,3,renal failure,Renal Insufficiency,D051437,NA,0,295,any,2,000000000,Renal Insufficiency,NA
6406,30166073,3,sex,Gender Identity,D005783,NA,0,295,any,2,000000000,Gender Identity,NA
6407,30166073,3,type of reference treatment strategy;use of ticagrelor,Platelet Aggregation Inhibitors,D010975,NA,0,295,type,12,000000010,Platelet Aggregation Inhibitors,NA
6408,30175930,2,"age, years",Age Factors,D000367,NA,0,1294,any,2,000000000,Age Factors,NA
6409,30175930,2,"baseline 24-hour mean sbp, mm hg",Blood Pressure,D001794,NA,0,1294,any,2,000000000,Blood Pressure,NA
6410,30175930,2,"bmi, kg/m^",Body Mass Index,D015992,NA,0,1294,any,2,000000000,Body Mass Index,NA
6411,30175930,2,"cgfr, ml/min/1.73m2",Glomerular Filtration Rate,D005919,NA,0,1294,any,2,000000000,Glomerular Filtration Rate,NA
6412,30175930,2,race,Racial Groups,D044469,NA,0,1294,any,2,000000000,Racial Groups,NA
6413,30175930,2,sex,Gender Identity,D005783,NA,0,1294,any,2,000000000,Gender Identity,NA
6414,30183102,2,dm,Diabetes Mellitus,D003920,NA,0,201,any,2,000000000,Diabetes Mellitus,NA
6415,30183102,2,non-dm,Diabetes Mellitus,D003920,NA,0,201,any,2,000000000,Diabetes Mellitus,NA
6416,30191421,2,dmard- (n = 74),Antirheumatic Agents,D018501,NA,0,1130,any,2,000000000,Antirheumatic Agents,NA
6417,30191421,2,dmard+ (n = 199),Antirheumatic Agents,D018501,NA,0,1130,any,2,000000000,Antirheumatic Agents,NA
6418,30191421,2,dmard+ (nâ€‰=â€‰199),Antirheumatic Agents,D018501,NA,0,1130,any,2,000000000,Antirheumatic Agents,NA
6419,30191421,2,dmardâˆ’ (nâ€‰=â€‰74),Antirheumatic Agents,D018501,NA,0,1130,any,2,000000000,Antirheumatic Agents,NA
6420,30200078,NA,Patient Variable: Ethnicity,Racial Groups,D044469,NA,0,0,any,2,000000000,Racial Groups,92
6421,30203005,2,'patients with Crohn's disease',Crohn Disease,D003424,NA,0,995,any,2,000000000,Crohn Disease,NA
6422,30203005,2,patients with ulcerative colitis,"Colitis, Ulcerative",D003093,NA,0,995,any,2,000000000,"Colitis, Ulcerative",NA
6423,30203580,2,;anti-gad negative,anti-GAD65 autoantibody,C000719275,NA,0,1344,any,2,000000000,anti-GAD65 autoantibody,NA
6424,30203580,2,;anti-gad positive,anti-GAD65 autoantibody,C000719275,NA,0,1344,any,2,000000000,anti-GAD65 autoantibody,NA
6425,30218434,1,Insulin glargine,Insulin,D007328,NA,0,652,any,2,000000000,Insulin,NA
6426,30218434,1,insulin glargine/lixisenatide (iGlarLixi),Insulin,D007328,NA,0,652,any,2,000000000,Insulin,NA
6427,30218434,1,patients with T2DM,Diabetes Mellitus,D003920,NA,0,652,any,2,000000000,Diabetes Mellitus,NA
6428,30248105,2,male female,Gender Identity,D005783,NA,0,483,any,2,000000000,Gender Identity,NA
6429,30248105,3,;carrier (n=194),Genetic Profile,D000076610,NA,0,1342,any,2,000000000,Genetic Profile,NA
6430,30248105,3,Apolipoprotein E gene carriers and non carriers,Genetic Profile,D000076610,NA,0,1342,any,2,000000000,Genetic Profile,NA
6431,30248105,4,;mild (n=187),Alzheimer Disease,D000544,NA,0,1335,severity,11,000100000,Alzheimer Disease,NA
6432,30248105,4,;moderate (n=311),Alzheimer Disease,D000544,NA,0,1335,severity,11,000100000,Alzheimer Disease,NA
6433,30248105,4,standardized mini mental state examination dementia severity,Dementia,D003704,NA,0,1335,severity,11,000100000,Dementia,NA
6434,30261995,NA,Age-Years,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,115
6435,30261995,NA,bmi,Body Mass Index,D015992,NA,0,0,any,2,000000000,Body Mass Index,115
6436,30261995,NA,COPD severity,"Pulmonary Disease, Chronic Obstructive",D029424,NA,0,0,severity,11,000100000,"Pulmonary Disease, Chronic Obstructive",115
6437,30261995,NA,diabetes,Diabetes Mellitus,D003920,NA,0,0,any,2,000000000,Diabetes Mellitus,115
6438,30287422,2,Baseline HbA1c,Glycated Hemoglobin A,D006442,NA,0,1632,any,2,000000000,Glycated Hemoglobin A,NA
6439,30290801,2,;fp versus no ics,Steroids,D013256,NA,0,1248,type,12,000000010,Steroids,NA
6440,30290801,2,;fp versus other ics,Steroids,D013256,NA,0,1248,type,12,000000010,Steroids,NA
6441,30290801,2,;other ics versus no ics,Steroids,D013256,NA,0,1248,any,2,000000000,Steroids,NA
6442,30290801,2,type of inhaled corticosteroid,Steroids,D013256,NA,0,1248,type,12,000000010,Steroids,NA
6443,30291013,2,age,Age Factors,D000367,NA,0,1095,any,2,000000000,Age Factors,NA
6444,30291013,2,baseline antiplatelet,Platelet Aggregation Inhibitors,D010975,NA,0,1095,any,2,000000000,Platelet Aggregation Inhibitors,NA
6445,30291013,2,baseline insulin,Insulin,D007328,NA,0,1095,any,2,000000000,Insulin,NA
6446,30291013,2,baseline metformin,Hypoglycemic Agents,D007004,NA,0,1095,any,2,000000000,Hypoglycemic Agents,NA
6447,30291013,2,baseline statin,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,1095,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
6448,30291013,2,cerebrovascular disease,Cerebrovascular Disorders,D002561,NA,0,1095,previous,8,100000000,Cerebrovascular Disorders,NA
6449,30291013,2,Coronary heart disease,Coronary Artery Disease,D003324,NA,0,1095,any,2,000000000,Coronary Artery Disease,NA
6450,30291013,2,dpp-4 inhibitor,Hypoglycemic Agents,D007004,NA,0,1095,any,2,000000000,Hypoglycemic Agents,NA
6451,30291013,2,duration of diabetes,Diabetes Mellitus,D003920,NA,0,1095,duration,5,001000000,Diabetes Mellitus,NA
6452,30291013,2,eGFR,Glomerular Filtration Rate,D005919,NA,0,1095,any,2,000000000,Glomerular Filtration Rate,NA
6453,30291013,2,heart failure history,Heart Failure,D006333,NA,0,1095,any,2,000000000,Heart Failure,NA
6454,30291013,2,number of arterial beds involved,unclassifiable,NA,NA,0,1095,any,2,000000000,unclassifiable,NA
6455,30291013,2,Peripheral artery disease Yes No,Peripheral Vascular Diseases,D016491,NA,0,1095,any,2,000000000,Peripheral Vascular Diseases,NA
6456,30291013,2,race,Racial Groups,D044469,NA,0,1095,any,2,000000000,Racial Groups,NA
6457,30291013,2,race or ethnicity;non-hispanic black,Racial Groups,D044469,NA,0,1095,any,2,000000000,Racial Groups,NA
6458,30291013,2,region,Geographic Locations,D005842,NA,0,1095,any,2,000000000,Geographic Locations,NA
6459,30291013,2,sex,Gender Identity,D005783,NA,0,1095,any,2,000000000,Gender Identity,NA
6460,30291013,2,Smoker,Cigarette Smoking,D000073865,NA,0,1095,any,2,000000000,Cigarette Smoking,NA
6461,30292589,NA,albuminuria,Albuminuria,D000419,NA,0,0,any,2,000000000,Albuminuria,188
6462,30302940,4,diabetes,Diabetes Mellitus,D003920,NA,0,508,any,2,000000000,Diabetes Mellitus,NA
6463,30302940,4,no diabetes,Diabetes Mellitus,D003920,NA,0,508,any,2,000000000,Diabetes Mellitus,NA
6464,30302940,4,univariate logistic modela,Diabetes Mellitus,D003920,NA,0,508,any,2,000000000,Diabetes Mellitus,NA
6465,30336824,2,evolocumab (n = 164),lipid modifying agents,NA,C10,0,1664,any,2,000000000,lipid modifying agents,NA
6466,30336824,2,evolocumab (n = 35),lipid modifying agents,NA,C10,0,1664,any,2,000000000,lipid modifying agents,NA
6467,30336824,3,evolocumab (n = 164),lipid modifying agents,NA,C10,0,244,any,2,000000000,lipid modifying agents,NA
6468,30336824,3,evolocumab (n = 35),lipid modifying agents,NA,C10,0,244,any,2,000000000,lipid modifying agents,NA
6469,30336824,NA,ldl,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,229
6470,30341453,1,baseline symptom duration,"Arthritis, Rheumatoid",D001172,NA,0,803,duration,5,001000000,"Arthritis, Rheumatoid",NA
6471,30341453,2,baseline symptom duration,"Arthritis, Rheumatoid",D001172,NA,0,705,duration,5,001000000,"Arthritis, Rheumatoid",NA
6472,30352894,1,baseline hba1c,Glycated Hemoglobin A,D006442,NA,0,223,any,2,000000000,Glycated Hemoglobin A,NA
6473,30352894,1,cgm use,Glucose,D005947,NA,0,223,any,2,000000000,Glucose,NA
6474,30352894,1,insulin administration;csii,Insulin,D007328,NA,0,223,any,2,000000000,Insulin,NA
6475,30352894,1,insulin administration;mdi,Insulin,D007328,NA,0,223,any,2,000000000,Insulin,NA
6476,30352894,1,Insulin glargine,Insulin,D007328,NA,0,223,any,2,000000000,Insulin,NA
6477,30352894,2,baseline bmi,Body Mass Index,D015992,NA,0,1251,any,2,000000000,Body Mass Index,NA
6478,30352894,2,baseline hba1c,Glycated Hemoglobin A,D006442,NA,0,1251,any,2,000000000,Glycated Hemoglobin A,NA
6479,30354517,1,;ldl-c <50 mg/dl,Lipoproteins,D008074,NA,0,376,any,2,000000000,Lipoproteins,NA
6480,30354517,1,;ldl-c >70 mg/dl,Lipoproteins,D008074,NA,0,376,any,2,000000000,Lipoproteins,NA
6481,30354517,1,;ldl-c 50-70 mg/dl,Lipoproteins,D008074,NA,0,376,any,2,000000000,Lipoproteins,NA
6482,30354781,2,gender,Gender Identity,D005783,NA,0,1370,any,2,000000000,Gender Identity,NA
6483,30371334,6,genotype,Genetic Profile,D000076610,NA,0,918,type,12,000000010,Genetic Profile,NA
6484,30383495,NA,Age-Years,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,34
6485,30392095,2,HbA1c at baseline,Glycated Hemoglobin A,D006442,NA,0,321,any,2,000000000,Glycated Hemoglobin A,NA
6486,30393950,NA,hba1c,Glycated Hemoglobin A,D006442,NA,0,0,any,2,000000000,Glycated Hemoglobin A,118
6487,30403574,NA,age,Age Factors,D000367,NA,0,0,any,2,000000000,Age Factors,NA
6488,30403574,NA,Apolipoprotein A-I,Apolipoprotein A-I,D016632,NA,0,0,any,2,000000000,Apolipoprotein A-I,NA
6489,30403574,NA,hdl,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
6490,30403574,NA,hsCRP,C-Reactive Protein,D002097,NA,0,0,any,2,000000000,C-Reactive Protein,NA
6491,30403574,NA,"index event type (NSTEMI, STEMI, UA)",Myocardial Infarction,D009203,NA,0,0,type,12,000000010,Myocardial Infarction,NA
6492,30403574,NA,index to randomisation,complex,NA,NA,0,0,any,2,000000000,complex,NA
6493,30403574,NA,ldl,Lipoproteins,D008074,NA,0,0,any,2,000000000,Lipoproteins,NA
6494,30403574,NA,region,Geographic Locations,D005842,NA,0,0,any,2,000000000,Geographic Locations,NA
6495,30403574,NA,sex,Gender Identity,D005783,NA,0,0,any,2,000000000,Gender Identity,NA
6496,30403574,NA,statin treatment,Hydroxymethylglutaryl-CoA Reductase Inhibitors,D019161,NA,0,0,any,2,000000000,Hydroxymethylglutaryl-CoA Reductase Inhibitors,NA
6497,30415602,2,<60 ml/min/1.73 m^,Glomerular Filtration Rate,D005919,NA,0,664,any,2,000000000,Glomerular Filtration Rate,NA
6498,30415602,2,>90 ml/min/1.73,Glomerular Filtration Rate,D005919,NA,0,664,any,2,000000000,Glomerular Filtration Rate,NA
6499,30415602,2,>90 ml/min/1.73 m^,Glomerular Filtration Rate,D005919,NA,0,664,any,2,000000000,Glomerular Filtration Rate,NA
6500,30415602,2,60 to <90 ml/min/1-73,Glomerular Filtration Rate,D005919,NA,0,664,any,2,000000000,Glomerular Filtration Rate,NA
6501,30415602,2,60 to <90 ml/min/1.73 m^,Glomerular Filtration Rate,D005919,NA,0,664,any,2,000000000,Glomerular Filtration Rate,NA
6502,30415602,2,ascvd,Cardiovascular Diseases,D002318,NA,0,664,any,2,000000000,Cardiovascular Diseases,NA
6503,30415602,2,egfr,Glomerular Filtration Rate,D005919,NA,0,664,any,2,000000000,Glomerular Filtration Rate,NA
