nct_id,phase,number_of_arms,brief_title,official_title,enrollment,start_date,completion_date,sponsor
NCT00134147,Phase 3,NA,A Clinical Trial Assessing the Impact of the Availability of Inhaled Insulin on Glucose Control,"A One Year, Open-Label Outpatient, Parallel Group Trial Assessing the Impact of the Availability of Inhaled Insulin (Exubera) on Glycemic Control in Patients With Type 2 Diabetes Mellitus Who Are Poorly Controlled on a Minimum of Two Oral Anti Diabetic Agents",1100,2005-04-30,2007-05-31,Pfizer
NCT00150410,Phase 3,NA,Demonstrate Exubera Works As Well As Avandia When Added To Sulfonylurea + Metformin In Controlling Glucose,"A One-Year, Open, Randomized, Parallel, Three-Arm Study Comparing Exubera® (Insulin Dry Powder Pulmonary Inhaler) vs. Avandia® (Rosiglitazone Maleate) as Add-On Therapy vs. Exubera® Substitution of Sulfonylurea in Patients With Type 2 Diabetes, Poorly Controlled on Combination Sulfonylurea and Metformin Treatment",626,2003-01-31,2007-06-30,Pfizer
NCT00174642,Phase 3,3,Opposing Step-by-step Insulin Reinforcement to Intensified Strategy,Comparison of Three Therapeutic Strategies for Treating Type 2 Diabetes Mellitus Patients Poorly Controlled With Basal Insulin Associated With Oral Antidiabetic Drugs,811,2004-12-31,NA,Sanofi
NCT00191425,Phase 4,NA,2-Year Therapy With Teriparatide vs 1-yr Therapy Followed by 1-Year of Raloxifene or Calcium/Vit D in Severe Postmenopausal Osteoporosis,"Comparison of a 2-Year Therapy of Teriparatide Alone and Its Sequential Use for 1 Year, With or Without Raloxifene HCl, in the Treatment of Severe Postmenopausal Osteoporosis",810,2002-08-31,2005-11-30,Eli Lilly and Company
NCT00210496,Phase 4,NA,Potential Impact (Benefit) of Preventative Treatment With Topamax on the Effectiveness of Axert in the Acute Treatment of Migraine,Efficacy of AXERT (Almotriptan Malate) in the Acute Treatment of Migraine: A Pilot Study of the Potential Impact of Preventive Therapy With TOPAMAX (Topiramate),406,2005-06-30,2007-06-30,Janssen-Ortho LLC
NCT00247962,Phase 4,2,Study Evaluating Etanercept and Sulphasalazine in Ankylosing Spondylitis,"A Randomized, Double-Blind Study Evaluating the Safety and Efficacy of Etanercept and Sulphasalazine in Subjects With Ankylosing Spondylitis",566,2005-12-31,2008-02-29,Wyeth is now a wholly owned subsidiary of Pfizer
NCT00259610,Phase 4,4,Treatment of Early Aggressive Rheumatoid Arthritis (TEAR),Treatment of Early Aggressive Rheumatoid Arthritis (TEAR),755,2004-05-31,2009-06-30,University of Alabama at Birmingham
NCT00263393,Phase 4,2,Rural Andhra Pradesh Cardiovascular Prevention Study (RAPCAPS),Evaluation of a Primary Health Care Intervention for the Prevention of Cardiovascular Disease in Rural Andhra Pradesh,3712,2005-12-31,2009-06-30,The George Institute
NCT00300118,Phase 3,2,Oral Budesonide vs. Oral Mesalazine in Active Crohn's Disease (CD),"Double-blind, Double-dummy, Randomized, Multicentre Study to Compare the Efficacy and Safety of Oral Budesonide (9 mg) and Oral Mesalazine (4.5 g) in Moderately Active Crohn's Disease Patients",311,2004-09-30,2008-05-31,Dr. Falk Pharma GmbH
NCT00314158,Phase 3,3,A Study of a Glaucoma Therapy to Treat Open-Angle Glaucoma or Ocular Hypertension,NA,523,2005-11-30,2007-01-31,Alcon Research
NCT00329355,Phase 3,NA,Menstrual Migraine Treatment With TREXIMET (Formerly Known as TREXIMA),"A Randomized, Double-blind, Single Migraine Attack, Placebo-controlled, Parallel-group Multicenter Study to Evaluate the Efficacy and Tolerability of Trexima (Sumatriptan Succinate.Naproxen Sodium) Tablets vs Placebo When Administered During the Mild Pain Phase of Menstrual Migraine in Women With Dysmenorrhea",351,2006-05-31,2006-11-30,GlaxoSmithKline
NCT00329459,Phase 3,2,"Treximet (Sumatriptan/Naproxen Sodium), Formerly Known as TREXIMA, for Menstrual Migraine in Women With Dysmenorrhea","A Randomized, Double-blind, Single Migraine Attack, Placebo -Controlled, Patallel-group Multicenter Study to Evaluate the Efficacy and Tolerability or Trexima (Sumatriptan Succinate/Naproxen Sodium) Tablets vs Placebo When Administered During the Mild Pain Phase of Menstrual Migraine in Women With Dysmenorrhea",320,2006-05-31,2006-11-30,GlaxoSmithKline
NCT00348452,Phase 3,NA,"A Study Comparing the Effectiveness and Safety of Extended Release Tramadol HCl at 100 mg, 200 mg and 300 mg Doses to Placebo for the Treatment of Moderate to Severe Pain Due to Osteoarthritis (OA)","Double-blind, Randomized, Dose-ranging, Parallel-group Comparison of the Efficacy and Safety of Extended Release Tramadol Hydrochloride (Tramadol HCl ER) 100 mg, 200 mg, 300 mg, Celecoxib 200 mg and Placebo in the Treatment of Osteoarthritis of the Knee and/or Hip.",1000,2002-09-30,2003-08-31,"Bausch Health Americas, Inc."
NCT00370565,Phase 3,NA,Effect on Glycemic Control of Inhaled Insulin Alone or Added to Dual Oral Therapy After Failure of Dual Oral Therapy.,"Efficacy And Safety Of Exubera (Inhaled Insulin) Therapy In Subjects With Type 2 Diabetes Mellitus Not Well Controlled With Combination Oral Agents: A Three-Month, Outpatient, Parallel Comparative Trial.",345,1999-06-30,2000-09-30,Pfizer
NCT00387881,Phase 3,2,TREXIMET (Formerly Known as TREXIMA) for the Acute Treatment of Probable Migraine (ICHD-II 1.6.1),"A Randomized, Double-blind, Placebo-controlled, Parallel-group Study to Evaluate the Efficacy and Tolerability of TREXIMA* (Sumatriptan Succinate/Naproxen Sodium) for a Single Moderate or Severe Headache in Adults Diagnosed With Probable Migraine Without Aura (ICHD-II 1.6.1) (*TREXIMET)",679,2006-09-30,2008-02-29,GlaxoSmithKline
NCT00389740,Phase 3,NA,A Comparison Study With Alendronate and Raloxifene in Postmenopausal Women With Osteoporosis (0217-189),"A Randomized, Double-Blind, Double-Dummy, Parallel-Group, Multicenter Study to Evaluate and Compare the Effects of Alendronate and Raloxifene on Bone Mineral Density in Postmenopausal Women With Osteoporosis",400,2001-04-02,2003-01-16,Organon and Co
NCT00393705,Phase 4,2,Lispro Mid Mixture (MM) Intensive Mixture Therapy With Progressive Dose-Titration of Lispro Low Mixture (LM) or Biphasic Insulin Aspart 30/70 (S019),A Comparison of Insulin Lispro MM Intensive Mixture Therapy With Progressive Dose-Titration of Insulin Lispro LM or Biphasic Insulin Aspart 30/70,302,2006-10-31,2009-03-31,Eli Lilly and Company
NCT00414973,Phase 3,2,A Study for Patients With Osteoporosis,Comparison of Teriparatide and Calcitonin in the Treatment of Men and Postmenopausal Women With Osteoporosis,364,2006-12-31,2008-07-31,Eli Lilly and Company
NCT00424333,Phase 3,NA,Six Month Clinical Trial Assessing Efficacy and Safety of Inhaled Insulin in Type 1 Diabetes,"Efficacy and Safety of Inhaled Compared With Subcutaneous Human Insulin in an Intensive Insulin Regimen for Subjects With Type 1 Diabetes Mellitus: A Six-Month, Outpatient, Parallel Comparative Trial",320,1999-05-31,2000-10-31,Pfizer
NCT00424437,Phase 3,NA,Six Month Clinical Trial Assessing Efficacy And Safety Of Inhaled Insulin In Type 1 Diabetes Mellitus.,"Efficacy and Safety of Inhaled Compared With Subcutaneous Human Insulin Therapy in Subjects With Type 1 Diabetes Mellitus: A Six-Month, Outpatient, Parallel Comparative Trial",320,1999-09-30,2000-09-30,Pfizer
NCT00433732,Phase 3,NA,To Evaluate the Safety and Efficacy of Trexima in the Acute Treatment of Migraine Headaches,"A Double-Blind, Multicenter, Randomized, Placebo-Controlled Single Dose Study to Evaluate the Safety and Efficacy Opf Trexima in the Acute Treatment of Migraine Headaches",1400,2004-08-31,2005-04-30,POZEN
NCT00434083,Phase 3,NA,To Evaluate the Safety and Efficacy of Trexima in the Acute Treatment of Migrane Headaches,"A Double-Blind Multicenter, Randomized, Placebo-Controlled Single Dose Study to Evaluate the Safety and Efficacy of Trexima in the Acute Treatment of Migrane Headaches",1200,2004-07-31,2005-01-31,POZEN
NCT00449787,Phase 4,2,Comparing Naproxen to Sumatriptan for Emergency Headache Patients,A Randomized Clinical Trial to Compare Naproxen and Sumatriptan for Headache Patients Discharged From the Emergency Department (ED),401,2007-03-31,2009-07-31,Montefiore Medical Center
NCT00542633,Phase 3,2,"An Open Label, Multi-Center, Randomized, Parallel Group Study Comparing the Efficacy and Safety of Insulin VIAject™ and Regular Human Insulin in Patients With Type 2 Diabetes Mellitus","An Open Label, Multi-Center, Randomized, Parallel Group Study Comparing the Efficacy and Safety of Insulin VIAject™ and Regular Human Insulin in Patients With Type 2 Diabetes Mellitus",472,2006-12-31,NA,Biodel
NCT00542724,Phase 3,2,"An Open Label, Multi-Center, Randomized, Parallel Group Study Comparing the Efficacy and Safety of Insulin VIAject™ and Regular Human Insulin in Patients With Type 1 Diabetes Mellitus","An Open Label, Multi-Center, Randomized, Parallel Group Study Comparing the Efficacy and Safety of Insulin VIAject™ and Regular Human Insulin in Patients With Type 1 Diabetes Mellitus",462,2006-09-30,NA,Biodel
NCT00562588,Phase 4,NA,EARLY 3-months Aggrenox Treatment Started Within 24 Hrs of Ischemic Stroke Onset vs. After One Week 100 mg ASA,"EARLY: Prospective, Randomised, National, Multi-centre, Open-label, Blinded Endpoint Study to Compare Aggrenox b.i.d. (200 mg Dipyridamole MR + 25 mg Acetylsalicylic Acid) When Started Within 24 Hours of Stroke Onset on an Acute Stroke Unit, and Aggrenox b.i.d. When Started After a 7-day Therapy With ASA 100 mg Once Daily Outside Off an Acute Stroke Unit, in Symptomatic Ischaemic Stroke Patients Over a Three Months Treatment Period an Exploratory Study",551,2007-07-31,NA,Boehringer Ingelheim
NCT00573443,Phase 3,3,Safety and Efficacy of AVP-923 in PBA Patients With ALS or MS,"A Double-Blind, Randomized, Placebo-Controlled, Multicenter Study to Assess the Safety and Efficacy and to Determine the Pharmacokinetics of Two Doses of AVP-923 (Dextromethorphan/Quinidine) in the Treatment of Pseudobulbar Affect (PBA) in Patients With Amyotrophic Lateral Sclerosis (ALS) and Multiple Sclerosis (MS)",326,2007-12-31,2009-09-30,Avanir Pharmaceuticals
NCT00640991,Phase 3,2,REsearching Coronary REduction by Appropriately Targeting Euglycemia (RECREATE Pilot Study),An International Multicentre Randomized Controlled Trial of Intensive Insulin Therapy Targeting Normoglycemia In Acute Myocardial Infarction: the RECREATE (REsearching Coronary REduction by Appropriately Targeting Euglycemia) Pilot Study,500,2008-04-30,2010-06-30,Population Health Research Institute
NCT00652106,Phase 3,3,Safety and Efficacy Study of Brimonidine/Timolol Fixed Combination in Patients With Glaucoma or Ocular Hypertension,NA,432,2003-06-30,2004-03-31,Allergan
NCT00663897,Phase 4,2,Lansoprazole Versus Mosapride for Functional Dyspepsia,A Comparative Study of Lansoprazole and Mosapride for Functional Dyspepsia: Focus on Difference Between Epigastric Pain Syndrome and Postprandial Distress Syndrome,329,2008-05-31,2009-09-30,Lotung Poh-Ai Hospital
NCT00692913,Phase 3,2,A Study to Test the Effect of MK0217A on Vitamin D Inadequacy in Postmenopausal Women With Osteoporosis (0217A-262),"A Phase III (Phase V Program), Open-Label, Randomized, Referred-Care-Controlled, Clinical Trial to Evaluate the Efficacy and Safety of MK -0217A/Alendronate Sodium-70 mg/Vitamin D3 5600 I.U. Combination Tablet on Vitamin D Inadequacy in the Treatment of Osteoporosis in Postmenopausal Women",515,2008-06-30,2010-07-31,Organon and Co
NCT00747110,Phase 3,2,Budesonide Capsules Versus Mesalazine Granules in Active Ulcerative Colitis (UC),"Double-blind, Double-dummy, Randomised, Multi-centre, Comparative Phase III Clinical Study on the Efficacy and Tolerability of an 8 Week Oral Treatment With 9 mg Budesonide or 3 g Mesalazine in Patients With Active Ulcerative Colitis",343,2007-10-31,2010-08-31,Dr. Falk Pharma GmbH
NCT00810693,Phase 3,3,A Study to Evaluate Efficacy and Safety of Oral BAY63-2521 in Patients With Pulmonary Arterial Hypertension (PAH),"Randomized, Double-blind, Placebo-controlled, Multi-centre, Multi-national Study to Evaluate the Efficacy and Safety of Oral BAY63-2521 (1 mg, 1.5 mg, 2 mg, or 2.5 mg Tid) in Patients With Symptomatic Pulmonary Arterial Hypertension (PAH)",445,2008-12-31,2012-05-31,Bayer
NCT00856622,Phase 3,3,"A Study Demonstrating The Effect Of Latanoprost In Combination With Timolol, Latanoprost Alone And Timolol Alone On Eye Pressure In Open Angle Glaucoma Or Ocular Hypertension In Patients","A 6-Month, Randomized, Double-Masked Comparison Of Fixed Combination Of Latanoprost And Timolol With The Individual Components, Continuing Into A 6-Month Open Label Safety Study Of Fixed Combination In Patients With Glaucoma Or Ocular Hypertension.",436,1997-08-31,1999-06-30,Pfizer
NCT00979589,Phase 3,2,Clopidogrel in High-risk Patients With Acute Non-disabling Cerebrovascular Events,"Randomized,Double-blind Trial Comparing the Effects of a 3-month Clopidogrel Regimen,Combined With ASA During the First 21days,Versus ASA Alone for the Acute Treatment of TIA or Minor Stroke",5100,2009-12-31,2012-06-30,Beijing Tiantan Hospital
NCT00979628,Phase 4,3,Basal Bolus Versus Basal Insulin in Type 2 Diabetes Mellitus (T2DM),Basal Bolus Versus Basal Insulin Regimen for the Treatment of Hospitalized Patients With Type 2 Diabetes Mellitus,375,2010-01-31,2012-06-30,Emory University
NCT01021696,Phase 2/Phase 3,5,Pain in Patients With Dementia and Behavioural Disturbances,The Impact of Pain on Behavioural Disturbances in Patients With Moderate and Severe Dementia. A Cluster Randomized Trial,352,2009-11-30,2010-10-31,University of Bergen
NCT01194882,Phase 3,2,Benefit/Risk Evaluation of Insuman Implantable Versus Insuplant Using Medtronic MiniMed Implantable Pump System in Patients With Type 1 Diabetes,Evaluation of Insuman Implantable 400 IU/ml in Patients With Type 1 Diabetes Treated With the Medtronic MiniMed Implantable Pump System Using Insuplant 400IU/ml,479,2010-11-16,2018-02-01,Sanofi
NCT01248468,Phase 4,3,"Efficacy and Safety of Acetaminophen, Aspirin and Caffeine With Sumatriptan in the Acute Treatment of Migraine","A Multi-center, Randomized, Double-blind, Parallel-group Single-dose, Placebo-controlled Study Comparing the Efficacy and Safety of Acetaminophen, Aspirin and Caffeine With Sumatriptan in the Acute Treatment of Migraine.",752,2010-11-30,2011-03-31,Novartis
NCT01342081,Phase 3,3,DE-111 Against Tafluprost Ophthalmic Solution 0.0015% Alone and Concomitant Use of Tafluprost Ophthalmic Solution 0.0015% Plus Timolol Ophthalmic Solution 0.5%,"A Double-masked Study of DE-111 Ophthalmic Solution Versus Tafluprost Ophthalmic Solution 0.0015% Alone and Concomitant Use of Tafluprost Ophthalmic Solution 0.0015% Plus Timolol Ophthalmic Solution 0.5% in Patients With Primary Open Angle Glaucoma or Ocular Hypertension -Phase 3, Confirmatory Study-",489,2011-05-31,NA,"Santen Pharmaceutical Co., Ltd."
NCT01427751,Phase 4,2,Safety and Efficacy Study of Ozurdex® Compared to Lucentis® in Patients With Branch Retinal Vein Occlusion,NA,307,2011-10-11,2014-11-04,Allergan
NCT01451398,Phase 3,2,Comparison of Technosphere® Insulin Versus Technosphere Powder (Placebo) in Insulin-Naive Subjects With Type 2 Diabetes Mellitus,"A Phase 3, Multicenter, Double-blind, Placebo-controlled, Randomized, Clinical Trial Evaluating the Efficacy and Safety of Prandial Technosphere® Insulin Inhalation Powder Versus Technosphere Inhalation Powder in Insulin Naïve Subjects With Type 2 Diabetes Mellitus Poorly Controlled With Oral Antidiabetic Agents Over a 24 Week Treatment Period",353,2011-11-30,2013-07-31,Mannkind Corporation
NCT01477983,Phase 4,4,Kansai Plus Atrial Fibrillation Trial,Kansai Plus Atrial Fibrillation Trial; UNmasking Dormant Electrical Reconduction by Adenosine TriPhosphate Trial; Efficacy of Antiarrhythmic Drugs Short-Term Use After Catheter Ablation for Atrial Fibrillation Trial,2113,2011-11-30,2017-07-31,"Kyoto University, Graduate School of Medicine"
NCT01683331,Phase 4,2,A Clinical Trial to Prevent New Onset Diabetes After Transplantation,A Clinical Trial to Prevent New Onset Diabetes After Transplantation,251,2012-08-31,2018-02-27,University of Michigan
NCT01749904,Phase 3,2,Comparing Safety and Efficacy of BOL-303259-X With Timolol Maleate in Subjects With Open-Angle Glaucoma or Ocular Hypertension,"A Randomized, Multicenter, Double-Masked, Parallel-Group Study Comparing the Safety and Efficacy of BOL-303259-X Ophthalmic Solution With Timolol Maleate Ophthalmic Solution 0.5% in Subjects With Open-Angle Glaucoma or Ocular Hypertension.",420,2013-01-31,2015-09-30,Bausch & Lomb Incorporated
